id_codedep_codecommune;Code_departement;Nom_commune;PMUN
01001;01;L'Abergement-Clémenciat;779
01002;01;L'Abergement-de-Varey;256
01003;01;Amareins;#N/A
01004;01;Ambérieu-en-Bugey;14134
01005;01;Ambérieux-en-Dombes;1751
01006;01;Ambléon;112
01007;01;Ambronay;2800
01008;01;Ambutrix;762
01009;01;Andert-et-Condon;326
01010;01;Anglefort;1105
01011;01;Apremont;368
01012;01;Aranc;329
01013;01;Arandas;143
01014;01;Arbent;3349
01015;01;Arboys en Bugey;650
01016;01;Arbigny;460
01017;01;Argis;457
01018;01;Arlod;#N/A
01019;01;Armix;27
01020;01;Arnans;#N/A
01021;01;Ars-sur-Formans;1457
01022;01;Artemare;1249
01023;01;Asnières-sur-Saône;76
01024;01;Attignat;3251
01025;01;Bâgé-Dommartin;4065
01026;01;Bâgé-le-Châtel;973
01027;01;Balan;2563
01028;01;Baneins;617
01029;01;Beaupont;685
01030;01;Beauregard;829
01031;01;Bellignat;3652
01032;01;Béligneux;3376
01033;01;Valserhône;16378
01034;01;Belley;9182
01035;01;Belleydoux;310
01036;01;Valromey-sur-Séran;1326
01037;01;Bénonces;308
01038;01;Bény;754
01039;01;Béon;443
01040;01;Béréziat;486
01041;01;Bettant;748
01042;01;Bey;291
01043;01;Beynost;4754
01044;01;Billiat;632
01045;01;Birieux;283
01046;01;Biziat;895
01047;01;Blyes;1182
01048;01;Bohas;#N/A
01049;01;La Boisse;3283
01050;01;Boissey;365
01051;01;Bolozon;91
01052;01;Bouligneux;328
01053;01;Bourg-en-Bresse;41111
01054;01;Bourg-Saint-Christophe;1457
01055;01;Bouvent;#N/A
01056;01;Boyeux-Saint-Jérôme;349
01057;01;Boz;519
01058;01;Brégnier-Cordon;828
01059;01;Brénaz;#N/A
01060;01;Brénod;493
01061;01;Brens;1144
01062;01;Bressolles;934
01063;01;Brion;533
01064;01;Briord;1070
01065;01;Buellas;1812
01066;01;La Burbanche;89
01067;01;Ceignes;255
01068;01;Cerdon;775
01069;01;Certines;1503
01070;01;Cesseins;#N/A
01071;01;Cessy;4808
01072;01;Ceyzériat;3194
01073;01;Ceyzérieu;1000
01074;01;Chalamont;2589
01075;01;Chaleins;1382
01076;01;Chaley;125
01077;01;Challes-la-Montagne;196
01078;01;Challex;1557
01079;01;Champagne-en-Valromey;811
01080;01;Champdor-Corcelles;643
01081;01;Champfromier;735
01082;01;Chanay;628
01083;01;Chaneins;927
01084;01;Chanoz-Châtenay;895
01085;01;La Chapelle-du-Châtelard;400
01086;01;Charancin;#N/A
01087;01;Charix;282
01088;01;Charnoz-sur-Ain;903
01089;01;Château-Gaillard;2253
01090;01;Châtenay;356
01091;01;Châtillon-en-Michaille;#N/A
01092;01;Châtillon-la-Palud;1604
01093;01;Châtillon-sur-Chalaronne;4931
01094;01;Chavannes-sur-Reyssouze;761
01095;01;Nivigne et Suran;853
01096;01;Chaveyriat;1034
01097;01;Chavornay;#N/A
01098;01;Chazey-Bons;1159
01099;01;Chazey-sur-Ain;1566
01100;01;Cheignieu-la-Balme;131
01101;01;Chevillard;152
01102;01;Chevroux;961
01103;01;Chevry;2149
01104;01;Chézery-Forens;461
01105;01;Civrieux;1829
01106;01;Cize;179
01107;01;Cleyzieu;133
01108;01;Coligny;1176
01109;01;Collonges;2226
01110;01;Colomieu;156
01111;01;Conand;132
01112;01;Condamine;450
01113;01;Condeissiat;817
01114;01;Confort;667
01115;01;Confrançon;1333
01116;01;Contrevoz;498
01117;01;Conzieu;151
01118;01;Corbonod;1278
01119;01;Corcelles;#N/A
01120;01;Cordieux;#N/A
01121;01;Corlier;116
01122;01;Cormaranche-en-Bugey;#N/A
01123;01;Cormoranche-sur-Saône;1162
01124;01;Cormoz;689
01125;01;Corveissiat;612
01126;01;Coupy;#N/A
01127;01;Courmangoux;508
01128;01;Courtes;305
01129;01;Crans;291
01130;01;Bresse Vallons;2363
01131;01;Craz;#N/A
01132;01;Crépieux-la-Pape;#N/A
01133;01;Cressin-Rochefort;394
01134;01;Crottet;1758
01135;01;Crozet;2171
01136;01;Cruzilles-lès-Mépillat;893
01137;01;Cuisiat;#N/A
01138;01;Culoz;3004
01139;01;Curciat-Dongalon;444
01140;01;Curtafond;767
01141;01;Cuzieu;453
01142;01;Dagneux;4777
01143;01;Divonne-les-Bains;9951
01144;01;Dommartin;737
01145;01;Dompierre-sur-Veyle;1179
01146;01;Dompierre-sur-Chalaronne;436
01147;01;Domsure;492
01148;01;Dortan;1879
01149;01;Douvres;1076
01150;01;Drom;214
01151;01;Druillat;1146
01152;01;Echallon;748
01153;01;Echenevex;2115
01154;01;Etrez;#N/A
01155;01;Evosges;143
01156;01;Faramans;815
01157;01;Fareins;2250
01158;01;Farges;1048
01159;01;Feillens;3365
01160;01;Ferney-Voltaire;10026
01161;01;Fitignieu;#N/A
01162;01;Flaxieu;65
01163;01;Foissiat;2038
01164;01;Forens;#N/A
01165;01;Francheleins;1594
01166;01;Frans;2423
01167;01;Garnerans;634
01168;01;Genay;365
01169;01;Genouilleux;641
01170;01;Béard-Géovreissiat;1053
01171;01;Géovreisset;844
01172;01;Germagnat;#N/A
01173;01;Gex;13121
01174;01;Giron;178
01175;01;Gorrevod;784
01176;01;Le Grand-Abergement;#N/A
01177;01;Grand-Corent;183
01178;01;Granges;525
01179;01;Grièges;1881
01180;01;Grilly;839
01181;01;Groissiat;1241
01182;01;Groslée;#N/A
01183;01;Guéreins;1479
01184;01;Hautecourt-Romanèche;763
01185;01;Plateau d'Hauteville;4844
01186;01;Hostiaz;#N/A
01187;01;Haut Valromey;618
01188;01;Illiat;663
01189;01;Injoux-Génissiat;1115
01190;01;Innimond;87
01191;01;Izenave;154
01192;01;Izernore;2277
01193;01;Izieu;222
01194;01;Jassans-Riottier;6346
01195;01;Jasseron;1783
01196;01;Jayat;1226
01197;01;Journans;351
01198;01;Joyeux;268
01199;01;Jujurieux;2137
01200;01;Labalme;214
01201;01;Lacoux;#N/A
01202;01;Lagnieu;7161
01203;01;Laiz;1313
01204;01;Le Poizat-Lalleyriat;735
01205;01;Lancrans;#N/A
01206;01;Lantenay;277
01207;01;Lapeyrouse;317
01208;01;Lavours;131
01209;01;Léaz;778
01210;01;Lélex;228
01211;01;Lent;1395
01212;01;Lescheroux;718
01213;01;Leyment;1341
01214;01;Leyssard;158
01215;01;Surjoux-Lhopital;140
01216;01;Lhuis;894
01217;01;Lilignod;#N/A
01218;01;Lochieu;#N/A
01219;01;Lompnas;164
01220;01;Lompnes;#N/A
01221;01;Lompnieu;#N/A
01222;01;Longecombe;#N/A
01223;01;Loyes;#N/A
01224;01;Loyettes;3225
01225;01;Lurcy;372
01226;01;Luthézieu;#N/A
01227;01;Magnieu;643
01228;01;Maillat;660
01229;01;Malafretaz;1235
01230;01;Mantenay-Montlin;312
01231;01;Manziat;1948
01232;01;Marboz;2276
01233;01;Marchamp;130
01234;01;Marignieu;169
01235;01;Marlieux;1159
01236;01;Marsonnas;1011
01237;01;Martignat;1667
01238;01;Massieux;2670
01239;01;Massignieu-de-Rives;620
01240;01;Matafelon-Granges;627
01241;01;Meillonnas;1356
01242;01;Mérignat;135
01243;01;Messimy-sur-Saône;1253
01244;01;Meximieux;7923
01245;01;Bohas-Meyriat-Rignat;943
01246;01;Mézériat;2217
01247;01;Mijoux;312
01248;01;Mionnay;2197
01249;01;Miribel;10122
01250;01;Misérieux;1974
01251;01;MoÃ«ns;#N/A
01252;01;Mogneneins;786
01253;01;Mollon;#N/A
01254;01;Montagnat;2116
01255;01;Montagnieu;647
01256;01;Montanay;3230
01257;01;Montanges;351
01258;01;Montceaux;1190
01259;01;Montcet;702
01260;01;Le Montellier;302
01261;01;Monthieux;668
01262;01;Montluel;6886
01263;01;Montmerle-sur-Saône;3772
01264;01;Montracol;1016
01265;01;Montréal-la-Cluse;3456
01266;01;Montrevel-en-Bresse;2576
01267;01;Nurieux-Volognat;1025
01268;01;Murs-et-Gélignieux;246
01269;01;Nantua;3454
01270;01;Napt;#N/A
01271;01;Nattages;#N/A
01272;01;Neuville-les-Dames;1500
01273;01;Neuville-sur-Ain;1800
01274;01;Les Neyrolles;645
01275;01;Neyron;2569
01276;01;Niévroz;1624
01277;01;Nivollet-Montgriffon;117
01278;01;Ochiaz;#N/A
01279;01;Oncieu;80
01280;01;Ordonnaz;138
01281;01;Ornex;4483
01282;01;Outriaz;258
01283;01;Oyonnax;22456
01284;01;Ozan;694
01285;01;Parcieux;1229
01286;01;Parves et Nattages;951
01287;01;Passin;#N/A
01288;01;Péron;2717
01289;01;Péronnas;6520
01290;01;Pérouges;1273
01291;01;Perrex;842
01292;01;Le Petit-Abergement;#N/A
01293;01;Peyriat;148
01294;01;Peyrieu;886
01295;01;Peyzieux-sur-Saône;686
01296;01;Pirajoux;420
01297;01;Pizay;867
01298;01;Plagne;150
01299;01;Le Plantay;584
01300;01;Le Poizat;#N/A
01301;01;Polliat;2547
01302;01;Pollieu;163
01303;01;Poncin;1699
01304;01;Pont-d'Ain;2924
01305;01;Pont-de-Vaux;2213
01306;01;Pont-de-Veyle;1641
01307;01;Port;836
01308;01;Pougny;807
01309;01;Pouillat;85
01310;01;Prémeyzel;251
01311;01;Prémillieu;44
01312;01;Pressiat;#N/A
01313;01;Prévessin-MoÃ«ns;8711
01314;01;Priay;1729
01315;01;Proulieu;#N/A
01316;01;Pugieu;#N/A
01317;01;Ramasse;330
01318;01;Rancé;726
01319;01;Relevant;466
01320;01;Replonges;3791
01321;01;Revonnas;888
01322;01;Reyrieux;4984
01323;01;Reyssouze;989
01324;01;Rignat;#N/A
01325;01;Rignieux-le-Franc;1032
01326;01;Rillieux;#N/A
01327;01;Romanèche;#N/A
01328;01;Romans;597
01329;01;Rossillon;153
01330;01;Ruffieu;182
01331;01;Saint-Alban;187
01332;01;Saint-André-de-Bâgé;779
01333;01;Saint-André-de-Corcy;3369
01334;01;Saint-André-d'Huiriat;658
01335;01;Saint-André-le-Bouchoux;402
01336;01;Saint-André-sur-Vieux-Jonc;1174
01337;01;Saint-Bénigne;1311
01338;01;Groslée-Saint-Benoit;1227
01339;01;Saint-Bernard;1463
01340;01;Saint-Bois;#N/A
01341;01;Saint-Champ;#N/A
01342;01;Sainte-Croix;554
01343;01;Saint-Cyr-sur-Menthon;1793
01344;01;Saint-Denis-lès-Bourg;5943
01345;01;Saint-Denis-en-Bugey;2266
01346;01;Saint-Didier-d'Aussiat;858
01347;01;Saint-Didier-de-Formans;2035
01348;01;Saint-Didier-sur-Chalaronne;2938
01349;01;Saint-Eloi;503
01350;01;Saint-Etienne-du-Bois;2542
01351;01;Saint-Etienne-sur-Chalaronne;1571
01352;01;Saint-Etienne-sur-Reyssouze;583
01353;01;Sainte-Euphémie;1700
01354;01;Saint-Genis-Pouilly;13943
01355;01;Saint-Genis-sur-Menthon;486
01356;01;Saint-Georges-sur-Renon;208
01357;01;Saint-Germain-de-Joux;502
01358;01;Saint-Germain-les-Paroisses;429
01359;01;Saint-Germain-sur-Renon;246
01360;01;Saint-Jean-de-Gonville;1895
01361;01;Saint-Jean-de-Niost;1577
01362;01;Saint-Jean-de-Thurigneux;786
01363;01;Saint-Jean-le-Vieux;1772
01364;01;Saint-Jean-sur-Reyssouze;756
01365;01;Saint-Jean-sur-Veyle;1162
01366;01;Sainte-Julie;1082
01367;01;Saint-Julien-sur-Reyssouze;746
01368;01;Saint-Julien-sur-Veyle;838
01369;01;Saint-Just;942
01370;01;Saint-Laurent-sur-Saône;1688
01371;01;Saint-Marcel;1242
01372;01;Saint-Martin-de-Bavel;444
01373;01;Saint-Martin-du-Frêne;1023
01374;01;Saint-Martin-du-Mont;1871
01375;01;Saint-Martin-le-Châtel;782
01376;01;Saint-Maurice-de-Beynost;3962
01377;01;Saint-Maurice-d'Echazeaux;#N/A
01378;01;Saint-Maurice-de-Gourdans;2645
01379;01;Saint-Maurice-de-Rémens;760
01380;01;Saint-Nizier-le-Bouchoux;632
01381;01;Saint-Nizier-le-Désert;921
01382;01;Sainte-Olive;279
01383;01;Saint-Paul-de-Varax;1562
01384;01;Saint-Rambert-en-Bugey;2188
01385;01;Saint-Rémy;985
01386;01;Saint-Sorlin-en-Bugey;1127
01387;01;Saint-Sulpice;256
01388;01;Saint-Trivier-de-Courtes;1102
01389;01;Saint-Trivier-sur-Moignans;1834
01390;01;Saint-Vulbas;1246
01391;01;Salavre;271
01392;01;Samognat;656
01393;01;Sandrans;544
01394;01;Sathonay-camp;6497
01395;01;Sathonay-village;2369
01396;01;Sault-Brénaz;977
01397;01;Sauverny;978
01398;01;Savigneux;1421
01399;01;Ségny;2107
01400;01;Seillonnaz;139
01401;01;Sergy;2167
01402;01;Sermoyer;652
01403;01;Serrières-de-Briord;1295
01404;01;Serrières-sur-Ain;135
01405;01;Servas;1280
01406;01;Servignat;174
01407;01;Seyssel;1002
01408;01;Simandre-sur-Suran;661
01409;01;Songieu;#N/A
01410;01;Sonthonnax-la-Montagne;300
01411;01;Souclin;273
01412;01;Sulignat;595
01413;01;Surjoux;#N/A
01414;01;Sutrieu;#N/A
01415;01;Talissieu;499
01416;01;Tenay;1014
01417;01;Thézillieu;#N/A
01418;01;Thil;1087
01419;01;Thoiry;6021
01420;01;Thoissey;1690
01421;01;Torcieu;729
01422;01;Tossiat;1355
01423;01;Toussieux;1124
01424;01;Tramoyes;1776
01425;01;La Tranclière;288
01426;01;Val-Revermont;2538
01427;01;Trévoux;6920
01428;01;Valeins;126
01429;01;Vandeins;707
01430;01;Varambon;619
01431;01;Vaux-en-Bugey;1227
01432;01;Verjon;323
01433;01;Vernoux;313
01434;01;Versailleux;472
01435;01;Versonnex;2157
01436;01;Vesancy;481
01437;01;Vescours;223
01438;01;Vésenex-Crassy;#N/A
01439;01;Vésines;99
01440;01;Veyziat;#N/A
01441;01;Vieu-d'Izenave;734
01442;01;Vieu;#N/A
01443;01;Villars-les-Dombes;4978
01444;01;Villebois;1196
01445;01;Villemotier;615
01446;01;Villeneuve;1548
01447;01;Villereversure;1342
01448;01;Villes;389
01449;01;Villette-sur-Ain;759
01450;01;Villieu-Loyes-Mollon;3717
01451;01;Viriat;6595
01452;01;Virieu-le-Grand;1132
01453;01;Arvière-en-Valromey;710
01454;01;Virignin;1112
01455;01;Volognat;#N/A
01456;01;Vongnes;71
01457;01;Vonnas;3181
01458;01;Vouvray;3254
01459;01;Hauteville-Lompnés;#N/A
02001;02;Abbécourt;502
02002;02;Achery;610
02003;02;Acy;1021
02004;02;Agnicourt-et-Séchelles;182
02005;02;Aguilcourt;380
02006;02;Aisonville-et-Bernoville;262
02007;02;Aizelles;122
02008;02;Aizy-Jouy;294
02009;02;Alaincourt;534
02010;02;Allemant;173
02011;02;Ambleny;1138
02012;02;Ambrief;71
02013;02;Amifontaine;386
02014;02;Amigny-Rouy;729
02015;02;Ancienville;72
02016;02;Andelain;216
02017;02;Anguilcourt-le-Sart;323
02018;02;Anizy-le-Grand;2574
02019;02;Annois;362
02020;02;Any-Martin-Rieux;455
02021;02;Archon;84
02022;02;Arcy-Sainte-Restitue;403
02023;02;Armentières-sur-Ourcq;102
02024;02;Arrancy;51
02025;02;Artemps;367
02026;02;Artonges;#N/A
02027;02;Assis-sur-Serre;214
02028;02;Athies-sous-Laon;2606
02029;02;Attilly;354
02030;02;Aubencheul-aux-Bois;257
02031;02;Aubenton;661
02032;02;Aubigny-aux-Kaisnes;253
02033;02;Aubigny-en-Laonnois;104
02034;02;Audignicourt;121
02035;02;Audigny;280
02036;02;Augy;72
02037;02;Aulnois-sous-Laon;1386
02038;02;Les Autels;59
02039;02;Autremencourt;173
02040;02;Autreppes;180
02041;02;Autreville;807
02042;02;Azy-sur-Marne;384
02043;02;Bagneux;65
02044;02;Bancigny;25
02045;02;Barbonval;#N/A
02046;02;Barenton-Bugny;557
02047;02;Barenton-Cel;108
02048;02;Barenton-sur-Serre;133
02049;02;Barisis-aux-Bois;739
02050;02;Barzy-en-Thiérache;323
02051;02;Barzy-sur-Marne;391
02052;02;Bassoles-Aulers;135
02053;02;Vallées en Champagne;571
02054;02;Bazoches-sur-Vesles;461
02055;02;Beaumé;88
02056;02;Beaumont-en-Beine;179
02057;02;Beaurevoir;1406
02058;02;Beaurieux;856
02059;02;Beautor;2714
02060;02;Beauvois-en-Vermandois;257
02061;02;Becquigny;246
02062;02;Belleau;137
02063;02;Bellenglise;378
02064;02;Belleu;3832
02065;02;Bellicourt;600
02066;02;Benay;196
02067;02;Bergues-sur-Sambre;210
02068;02;Berlancourt;88
02069;02;Berlise;105
02070;02;Bernot;445
02071;02;Berny-Rivière;658
02072;02;Berrieux;186
02073;02;Berry-au-Bac;670
02074;02;Bertaucourt-Epourdon;593
02075;02;Berthenicourt;195
02076;02;Bertricourt;152
02077;02;Berzy-le-Sec;379
02078;02;Besmé;163
02079;02;Besmont;149
02080;02;Besny-et-Loizy;333
02081;02;Béthancourt-en-Vaux;434
02082;02;Beugneux;110
02083;02;Beuvardes;750
02084;02;Bézu-le-Guéry;257
02085;02;Bézu-Saint-Germain;1015
02086;02;Bichancourt;1006
02087;02;Bieuxy;34
02088;02;Bièvres;92
02089;02;Billy-sur-Aisne;1148
02090;02;Billy-sur-Ourcq;207
02091;02;Blanzy-lès-Fismes;95
02092;02;Blérancourdelle;#N/A
02093;02;Blérancourt;1298
02094;02;Blesmes;464
02095;02;Bohain-en-Vermandois;5686
02096;02;Bois-lès-Pargny;197
02097;02;Boncourt;256
02098;02;Bonneil;379
02099;02;Bonnesvalyn;221
02100;02;Bony;138
02101;02;Bosmont-sur-Serre;192
02102;02;Bouconville-Vauclair;191
02103;02;Boué;1339
02104;02;Bouffignereux;99
02105;02;Bouresches;196
02106;02;Bourg-et-Comin;810
02107;02;Bourguignon-sous-Coucy;107
02108;02;Bourguignon-sous-Montbavin;159
02109;02;La Bouteille;475
02110;02;Braine;2235
02111;02;Brancourt-en-Laonnois;721
02112;02;Brancourt-le-Grand;553
02113;02;Branges;2354
02114;02;Brasles;1563
02115;02;Braye-en-Laonnois;190
02116;02;Braye-en-Thiérache;147
02117;02;Bray-Saint-Christophe;68
02118;02;Braye;129
02119;02;Brécy;327
02120;02;Brenelle;196
02121;02;Breny;240
02122;02;Brie;54
02123;02;Brissay-Choigny;301
02124;02;Brissy-Hamégicourt;651
02125;02;Brumetz;193
02126;02;Brunehamel;455
02127;02;Bruyères-sur-Fère;192
02128;02;Bruyères-et-Montbérault;1475
02129;02;Bruys;18
02130;02;Bucilly;194
02131;02;Bucy-le-Long;1861
02132;02;Bucy-lès-Cerny;194
02133;02;Bucy-lès-Pierrepont;404
02134;02;Buire;862
02135;02;Buironfosse;1157
02136;02;Burelles;128
02137;02;Bussiares;160
02138;02;Buzancy;200
02139;02;CaillouÃ«l-Crépigny;442
02140;02;Camelin;456
02141;02;La Capelle;1778
02142;02;Castres;253
02143;02;Le Catelet;185
02144;02;Caulaincourt;144
02145;02;Caumont;545
02146;02;Celles-lès-Condé;94
02147;02;La Celle-sous-Montmirail;#N/A
02148;02;Celles-sur-Aisne;255
02149;02;Cerizy;62
02150;02;Cerny-en-Laonnois;63
02151;02;Cerny-lès-Bucy;116
02152;02;Cerseuil;89
02153;02;Cessières-Suzy;764
02154;02;Chacrise;365
02155;02;Chaillevois;166
02156;02;Chalandry;257
02157;02;Chambry;836
02158;02;Chamouille;273
02159;02;Champs;295
02160;02;Chaourse;544
02161;02;La Chapelle-Monthodon;#N/A
02162;02;La Chapelle-sur-Chézy;291
02163;02;Charly-sur-Marne;2585
02164;02;Le Charmel;325
02165;02;Charmes;1654
02166;02;Chartèves;356
02167;02;Chassemy;890
02168;02;Château-Thierry;15254
02169;02;Châtillon-lès-Sons;84
02170;02;Châtillon-sur-Oise;125
02171;02;Chaudardes;88
02172;02;Chaudun;252
02173;02;Chauny;11653
02174;02;Chavignon;829
02175;02;Chavigny;161
02176;02;Chavonne;206
02177;02;Chérêt;139
02178;02;Chermizy-Ailles;106
02179;02;Chéry-Chartreuve;385
02180;02;Chéry-lès-Pouilly;721
02181;02;Chéry-lès-Rozoy;79
02182;02;Chevennes;117
02183;02;Chevregny;185
02184;02;Chevresis-Monceau;351
02185;02;Chézy-en-Orxois;390
02186;02;Chézy-sur-Marne;1351
02187;02;Chierry;1134
02188;02;Chigny;147
02189;02;Chivres-en-Laonnois;350
02190;02;Chivres-Val;518
02191;02;Chivy-lès-Etouvelles;523
02192;02;Chouy;371
02193;02;Cierges;65
02194;02;Cilly;186
02195;02;Ciry-Salsogne;910
02196;02;Clacy-et-Thierret;311
02197;02;Clairfontaine;535
02198;02;Clamecy;228
02199;02;Clastres;601
02200;02;Clermont-les-Fermes;106
02201;02;CÅ“uvres-et-Valsery;441
02202;02;Cohan;#N/A
02203;02;Coincy;1282
02204;02;Coingt;65
02205;02;Colligis-Crandelain;229
02206;02;Colonfay;76
02207;02;Commenchon;216
02208;02;Concevreux;267
02209;02;Condé-en-Brie;708
02210;02;Condé-sur-Aisne;364
02211;02;Condé-sur-Suippe;294
02212;02;Condren;708
02213;02;Connigis;343
02214;02;Contescourt;61
02215;02;Corbeny;841
02216;02;Corcy;294
02217;02;Coucy-le-Château-Auffrique;992
02218;02;Coucy-lès-Eppes;628
02219;02;Coucy-la-Ville;200
02220;02;Coulonges-Cohan;436
02221;02;Coupru;152
02222;02;Courbes;32
02223;02;Courboin;301
02224;02;Courcelles-sur-Vesle;346
02225;02;Courchamps;84
02226;02;Courmelles;1863
02227;02;Courmont;120
02228;02;Courtemont-Varennes;339
02229;02;Courtrizy-et-Fussigny;71
02230;02;Couvrelles;186
02231;02;Couvron-et-Aumencourt;941
02232;02;Coyolles;362
02233;02;Cramaille;145
02234;02;Craonne;83
02235;02;Craonnelle;115
02236;02;Crécy-au-Mont;330
02237;02;Crécy-sur-Serre;1502
02238;02;Crépy;1816
02239;02;Crézancy;1244
02240;02;Croix-Fonsomme;218
02241;02;La Croix-sur-Ourcq;96
02242;02;Crouttes-sur-Marne;641
02243;02;Crouy;2923
02244;02;Crupilly;63
02245;02;Cuffies;1805
02246;02;Cugny;611
02247;02;Cugny-lès-Crouttes;#N/A
02248;02;Cuirieux;156
02249;02;Cuiry-Housse;100
02250;02;Cuiry-lès-Chaudardes;73
02251;02;Cuiry-lès-Iviers;27
02252;02;Cuissy-et-Geny;71
02253;02;Cuisy-en-Almont;358
02254;02;Cutry;129
02255;02;Cys-la-Commune;153
02256;02;Dagny-Lambercy;129
02257;02;Dallon;437
02258;02;Dammard;370
02259;02;Dampleux;392
02260;02;Danizy;650
02261;02;Dercy;391
02262;02;Deuillet;211
02263;02;Dhuizel;112
02264;02;Dizy-le-Gros;730
02265;02;Dohis;99
02266;02;Dolignon;46
02267;02;Dommiers;292
02268;02;Domptin;647
02269;02;Dorengt;155
02270;02;Douchy;164
02271;02;Dravegny;130
02272;02;Droizy;78
02273;02;Dury;207
02274;02;Ebouleau;195
02275;02;Effry;319
02276;02;Englancourt;117
02277;02;Epagny;342
02278;02;Eparcy;28
02279;02;Epaux-Bézu;553
02280;02;Epieds;409
02281;02;L'Epine-aux-Bois;256
02282;02;Eppes;427
02283;02;Erlon;287
02284;02;Erloy;102
02285;02;Escaufourt;#N/A
02286;02;Esquéhéries;867
02287;02;Essigny-le-Grand;1048
02288;02;Essigny-le-Petit;347
02289;02;Essises;411
02290;02;Essômes-sur-Marne;2745
02291;02;Estrées;410
02292;02;Etampes-sur-Marne;1305
02293;02;Etaves-et-Bocquiaux;553
02294;02;Etouvelles;207
02295;02;Etréaupont;853
02296;02;Etreillers;1197
02297;02;Etrépilly;121
02298;02;Etreux;1420
02299;02;Evergnicourt;546
02300;02;Fargniers;#N/A
02301;02;Faucoucourt;#N/A
02302;02;Faverolles;321
02303;02;Fayet;680
02304;02;La Fère;2838
02305;02;Fère-en-Tardenois;3001
02306;02;La Ferté-Chevresis;510
02307;02;La Ferté-Milon;2060
02308;02;Fesmy-le-Sart;476
02309;02;Festieux;671
02310;02;Fieulaine;248
02311;02;Filain;120
02312;02;La Flamengrie;1100
02313;02;Flavigny-le-Grand-et-Beaurain;444
02314;02;Flavigny-le-Petit;#N/A
02315;02;Flavy-le-Martel;1669
02316;02;Fleury;128
02317;02;Fluquières;218
02318;02;Folembray;1381
02319;02;Fonsomme;490
02320;02;Fontaine-lès-Clercs;237
02321;02;Fontaine-lès-Vervins;901
02322;02;Fontaine-Notre-Dame;386
02323;02;Fontaine-Uterte;134
02324;02;Fontenelle;281
02325;02;Fontenelle-en-Brie;#N/A
02326;02;Fontenoy;470
02327;02;Foreste;163
02328;02;Fossoy;513
02329;02;Fourdrain;425
02330;02;Francilly-Selency;530
02331;02;Franqueville;110
02332;02;Fresnes-en-Tardenois;265
02333;02;Fresnes-sous-Coucy;164
02334;02;Fresnoy-le-Grand;2958
02335;02;Fressancourt;183
02336;02;Frières-FaillouÃ«l;983
02337;02;Froidestrées;168
02338;02;Froidmont-Cohartille;252
02339;02;Gandelu;690
02340;02;Gauchy;5235
02341;02;Gercy;268
02342;02;Gergny;134
02343;02;Germaine;81
02344;02;Gernicourt;#N/A
02345;02;Gibercourt;41
02346;02;Gizy;664
02347;02;Gland;444
02348;02;Glennes;#N/A
02349;02;Goudelancourt-lès-Berrieux;56
02350;02;Goudelancourt-lès-Pierrepont;136
02351;02;Goussancourt;113
02352;02;Gouy;560
02353;02;Grandlup-et-Fay;287
02354;02;Grandrieux;80
02355;02;Gricourt;953
02356;02;Grisolles;240
02357;02;Gronard;71
02358;02;Grougis;333
02359;02;Grugies;1301
02360;02;Villeneuve-sur-Aisne;2751
02361;02;Guise;4645
02362;02;Guivry;238
02363;02;Guny;390
02364;02;Guyencourt;258
02365;02;Hamégicourt;#N/A
02366;02;Hannapes;324
02367;02;Happencourt;130
02368;02;Haramont;574
02369;02;Harcigny;242
02370;02;Hargicourt;610
02371;02;Harly;1578
02372;02;Hartennes-et-Taux;347
02373;02;Hary;197
02374;02;Lehaucourt;861
02375;02;Hautevesnes;159
02376;02;Hauteville;174
02377;02;Haution;135
02378;02;La Hérie;129
02379;02;Le Hérie-la-Viéville;209
02380;02;Hinacourt;24
02381;02;Hirson;8710
02382;02;Holnon;1367
02383;02;Homblières;1452
02384;02;Houry;56
02385;02;Housset;160
02386;02;Iron;225
02387;02;Itancourt;1015
02388;02;Iviers;225
02389;02;Jaulgonne;659
02390;02;Jeancourt;264
02391;02;Jeantes;206
02392;02;Joncourt;311
02393;02;Jouaignes;141
02394;02;Jouy;1961
02395;02;Jumencourt;141
02396;02;Jumigny;64
02397;02;Jussy;1252
02398;02;Juvigny;284
02399;02;Juvincourt-et-Damary;607
02400;02;Laffaux;148
02401;02;Laigny;194
02402;02;Lanchy;37
02403;02;Landifay-et-Bertaignemont;260
02404;02;Landouzy-la-Cour;190
02405;02;Landouzy-la-Ville;535
02406;02;Landricourt;132
02407;02;Laniscourt;199
02408;02;Laon;24304
02409;02;Lappion;268
02410;02;Largny-sur-Automne;244
02411;02;Latilly;203
02412;02;Launoy;100
02413;02;Laval-en-Laonnois;244
02414;02;Lavaqueresse;201
02415;02;Laversine;160
02416;02;Lemé;420
02417;02;Lempire;116
02418;02;Lerzy;223
02419;02;Leschelle;269
02420;02;Lesdins;829
02421;02;Lesges;106
02422;02;Lesquielles-Saint-Germain;805
02423;02;Leuilly-sous-Coucy;422
02424;02;Leury;104
02425;02;Leuze;172
02426;02;Levergies;540
02427;02;Lhuys;138
02428;02;Licy-Clignon;74
02429;02;Lierval;122
02430;02;Liesse-Notre-Dame;1281
02431;02;Liez;383
02432;02;Limé;189
02433;02;Lislet;221
02434;02;Lizy;#N/A
02435;02;Logny-lès-Aubenton;79
02436;02;Lombray;#N/A
02437;02;Longchamps;682
02438;02;Longpont;249
